Text,Predicted,Actual,isCorrect
يتلقى الجرعة الأولى لقاح القائد الحكيم خير قدوة ومشجع لشعبه وكل الشعوب العربية والإسلامية الله يطول بعمرك ويحفظك سيدي ومليكي وقائدي,1,1,True

اتهام ثنائي السفر بلدة كندية نائية للحصول لقاح,1,0,False

وزير الصحة توفيق الربيعة يعلن تدشين الجواز الصحي بالشراكة سدايا لمن أكمل تطعيمات لقاح كورونا,1,1,True

توضح الأعراض الجانبية الحصول لقاح فيروس,0,-1,False

دول بالعالم تفكر بنفسها اجل الحصول اللقاح وهناك دولة عظيمة اسمها السعودية وصلت إنسانيتها للحصول اللقاح ولدول العالم الفقيرة تستطيع شراء لقاح كورونا أفريقيا أخلاق قادة السعودية العظماء أخلاق اطهر وأكرم شعب الشعب السعودي مملكة الإنسانية,1,1,True

بلشوا العونية ياخذوا لقاح كورونا,1,1,True

الحمدلله قليل اخذت الجرعة الأولى لقاح فيروس كورونا أسأل الله ينفع واشكر حكومتنا الرشيدة بذلت الكثير لتوفير اللقاح أشكر معالي وزير الصحة وأبطال الصحة التميز التنظيم والخدمة وحسن الإستقبال مركز لقاحات كورونا,1,1,True

امريكا تريد سد عجز أزمتها المالية الخانقة ببيع اللقاحات يثبت لحد الان فاعليتها,1,1,True

الغوريلا تسلم فيروس كورونا لقاح للحيوانات,1,0,False

لحمدلله رب العالمين أخذت الجرعة الثانية لقاح كورونا فايزر وأرفع أسمى آيات الشكر والتقدير والاحترام لوالدنا الملك سلمان حفظه الله وولي العهد الامين الأمير محمد بن سلمان حفظه الله وذلك بتامين اللقاح بالمجان للسعوديين وغير السعوديين واستلمت الجواز الصحي الإلكتروني,1,1,True

للتو تستقبل جرعة لقاح فيروس التابع لشركة أسترازينيكا المصنع,1,1,True

فيروس كورونا المغرب لقح شخص ودبي تستقبل دفعة أولى لقاح أكسفورد أسترا زينيكا,1,1,True

باختصار نجد أنفسنا حاليا المطرقة والسندان السؤال الظاهر التمديد عدم التمديد الواقع وجهان مختلفان لعملة واحدة سيئة المغير الوحيد للعبة اللقاح وحملة تطعيم كفؤة اما الإفلاس,1,1,True

نائب الكونغرس الأميركي يصاب بالفيروس رغم تلقيه جرعتي,1,0,False

ينفع الله يعيطك الصحة والعافية ويحفظك ويطول عمرك الشعب سيدي ووالدي ووالد الجميع,1,1,True

لقاح تختاره توافرت جميعها وعلى استعداد لأخذه لطفا المشاركة والرتويت,1,1,True

الجزائر تتسلم أولى شحنات لقاح سبوتنيك الروسي ضد كورونا,1,1,True

اكثر مليون جرعة لقاح وزعت الولايات المتحدة تجد طريقها لأجساد المحتاجين الا مليونين وثمانمائة الف جرعة يجري النظام الصحي للولايات المتحدة خسارة,1,1,True

يعمل لقاح الصيني لمنح الجسم المناعة ضد فيروس,1,1,True

فيديو جدولة إعطاء لقاح لمن حصلوا موعد الجرعة الأولى,1,1,True

عاجل الصحة اعتماد لقاحي كورونا أسترازينيكا وموديرنا لقاح فايزر,1,1,True

هاكم إسمعوا شخص أصيبوا بكوفيد اعطائهم لقاح فايزر الخطر فلماذا التلقيح,-1,-1,True

تعقيل الليمون السدر المانجو بالقلم القمي الفواكه وقت تزهير اكثار الأشجار بالتعقيل المزارعين,0,0,True

اقرار السماح للمواطنين بالسفر الخارجي ابتداء تنبيه للراغبين بـ الدول تفرض مستقبلا اشتراطات تتعلق بأخذ المدة الجرعة الاولى والثانية يوما,1,1,True

امريكا سبب دمار الشعوب نأمن,0,1,False

نصف مليون مشوه بهدايا أمريكا البايولوجية,-1,-1,True

بحمد الله أخذت قليل الجرعة الثانية لقاح كوفيد جزيل الشكر وعظيم الامتنان لقيادتنا حفظها الله جعلت صحة الإنسان وسلامته رأس أولوياتها دقائق فقط وقت دخولي اللقاح شكرا لمنسوبي القطاع الصحي جودة التنظيم ومهنية ولطف التعامل,1,1,True

لقاح وهم كورونا يحتوي شريحة تتبع اختيارية باعترافهم لاياتي أحدهم ويردد الببغاء نظرية المؤامرة وباقي الهراء يعطي نفسه فرصة بالاطلاع والبحث ان يصبح ضحية الأوغاد,-1,-1,True

الكلام عاري الصحه لايوجد دليل علمي عدم اصابه تلقى لقاح كورونا بالفيروس وهذا الأدله امكانيه اصابه المطعمين بكوفيد,1,1,True

الإعلان لقاح سعودي ضد كورونا,1,1,True

خبر جديد يعلن دكتور أنثوني ستيفن فاوتشي وبيل غيتس يجب إنهاء مظاهرات أوروبا ضد لقاح كورونا وإجراءات الإغلاق ويجب الضغط يعارض ويرفض اللقاح بوضعه خيارين اللقاح المسحة الشرجية,1,1,True

عو دنا دائما مقدام الأمور يرضى بالصف الأول الرئيس تلقيه الجرعة الولى لقاح,1,1,True

عميد كلية الآداب وعميد كلية العلوم وعميد كلية العلوم الطبية التطبيقية يتلقون لقاح مثمنين جهود ولاة الأمر حماية صحة المواطنين وداعين الله يديم الصحة والعافية والأمن والأمان شعب المملكة,1,1,True

دراسة حديثة لقاح فايزر يقي سلالة المكتشفة بريطانيا,1,1,True

تلقيت اليوم الجرعة الأولى لقاح فيروس وسعدت شاهدت استعدادات وتنظيم بكوادر وطنية مايعكس حرص سيدي وسمو سيدي بالإنسان السعودي سائلا الله العلي القدير الصحة والسلامة للجميع,1,1,True

وزير الصحة خلال السلطنة لقاح فايزر والإتفاق شركات أخرى إنتاج اللقاحات شريطة ان يكون مبني أسس علمية وصحية ناحية الأمان ومامؤنية المنتج وكفاءته,1,1,True

لماذا تطعيم اكبر عدد مكن مهم جدا خصوصا الوقت بيانات اللقاح تم الافصاح عنها الكيان الصهيوني تثبت نجاعة اللقاح وفعاليته ضد الكوفيد والتي تتوافق نسبة الفعالية لشركة فايزر المعلن عنها اسرائيل تعتبر اكثر بلد العالم طعمت سكانها لماذا اسرائيل,1,1,True

طلعت الدولة شاطرة بتصدير المازوت الطحين الدواء والكبتاغون وفشلت بإستيراد لقاح,1,1,True

سيكون لدينا مليون جرعة لقاح لمنطقة الشرق الأوسط المقبل,1,1,True

ياخذ لقاح قدام المواطنين والمقيمين وعلى يشتم فينا يعني دخلته اللي مبرره تعطونه لقاح اللي المفروض يكون حق المواطن او المقيم,1,1,True

تخلوا هدير الطيران الحربي الاسرائيلي ينسيكن انه اسرائيل وزعت لقاح شعبها,1,0,False

لقاح سعودي بانتظار التجارب السريرية,1,1,True

فلسطين المحتله أسرع دوله فى تطعيم سكانها تم تطعيم برنامج التطعيم عندهم طول الوقت بدأوا التطعيم اسبوع قبلنا الحين مطعمين اكثر مليون ربع شخص احنا طاف اسبوعين طعمنا الا الف يعنى اقل السكان يعنى يبيلنا سنوات نوصل مناعه القطيع,1,1,True

يتلقى الجرعة الأولى لقاح فيروس,1,1,True

تماشيا خطة وزارة الصحة ووقاية المجتمع لتوفير لقاح كوفيد لأكثر سكان الدولة أعلنت الوزارة تلقي شخصا جرعة اللقاح خلال الساعات الـ الماضية ليبلغ مجموع الجرعات تم تقديمها اليوم جرعة وام,1,1,True

محتاجين لقاح يقاوم الإفراط التفكير,0,0,True

جرعة لقاح تم تقديمها خلال الـ ساعة الماضية ليبلغ عدد الجرعات الكلي بمعدل توزيع جرعة لكل شخص,1,1,True

تويتر يغلق حساب خامنئي بالانجليزي بسبب تغريدة تحوي معلومات كاذبة لقاح,0,1,False

اللهم احفظ سوء وأدام الله الصحة والعافية,1,1,True

وزير الداخلية يتلقى لقاح كورونا,1,1,True

صحت خبرية فبكون الرئيس الحريري درس بالعمل الإنساني وكيف إنو إنقاذ الأرواح مش بحاجة لصلاحيات,1,1,True

تبلغ قيمة لقاح فيروس,1,0,False

دور اللقاح الكمية المتوفرة فقط لقاح والساكنين لبنان مليون الحظوظ ينعدي معظم اللبنانيين شخص مجتمعهم نازح مخيم,1,1,True

الحكيم مش حكيم اللقاح لقاح القوات صيصان,-1,1,False

شاهد الأمير أمين مجلس الأمن الوطني السعودي السابق يتلقى لقاح فايزر مركز اللقاحات بـ,1,1,True

يعني عام أصيب عدد قليل جد بفيروس المقيمين دار رعاية المسنين ولم يمت منهم خلال عام بأكمله فترة وجيزة إعطاء لقاح فايزر التجريبي توفي غضون أسبوعين كثيرين آخرين وشك الموت,1,-1,False

تتسلم جرعة لقاح اكسفورد بـ اليوم,1,1,True

يبدو رح يختلفوا لقاح ضد لازم يستعمل يعني رح نطلع نحنا منفهم أكتر الدول باللقاحات وبالآخر سيكون الشعب اللبناني آخر يحصل اللقاح بالعالم ورح يطلع مين يخبرنا انو هيك حرصا صحة اللبنانيين الأخر اللقاح أولوية,1,1,True

اختصاصي الغدد الصماء إيلي حداد نتخلص فيروس نهائيا خلال الأشهر الستة المقبلة ويجب استكمال الوقاية لحين تطعيم الجميع,1,1,True

يتم عزل الفيروس يوجد شيء معروف عنه مجرد هراء الكلمات والأسماء الفاخرة صممتها شركات العلاقات العامة المملوكة للبنوك المركزية بهدف تخويف الناس الثمن يوجد اي دليل انه اصلا فيروس بحوزة معمل او مختبر اذن اي اساس صنعوا لقاح,1,0,False

تلقى أمير منطقة المدينة المنورة الأمير فيصل بن سلمان وسمو نائبه الأمير سعود بن خالد الفيصل اليوم الجرعة الأولى لقاح كورونا بمركز نجود الطبي إيذانا بتدشين مركز لقاحات كورونا المنطقة,1,1,True

لقاحهم قاتل,1,-1,False

بكل سهوله ويسر أخذت الجرعة الأولى لقاح ڤايزر أتمني الجميع أخذه سنحت الفرصة وأتوجه بالشكر لحكومتنا وهيئة الصحة بدبي وفرت اللقاح لجميع المواطنين والمقيمين,1,1,True

شفت جو الصداقه غبش وغيوم عطيت الدروب اللي الارض مرسومـه عز النفس مامعك مطعـوم وعن أهل الشماته خل الاسرار مكتومه,0,0,True

تعرف اهميه السعوديه ورعايتها بالمواطنين انواع لقاح كورونا ومدى فعاليتها حكومتنا اختارت الافضل لانه الافضل فعاليه وباقي اللقاحات اقل ونحن الاسرع لجلبه السعودية الدولة الوحيدة تقوم بكل شيء لشعبها تصرف التعليم والصحة والامن والراحه,1,1,True

دراسة طبية لقاح فايزر بيونتك فعال الأرجح ضد سلالة كورونا المكتشفة بريطانيا,1,1,True

دراسة لقاح فايزر فعال ضد سلالات كورونا المتحورة,1,1,True

لدينا كميات كبيرة اللقاح الصيني وشحنة لقاح أخر تصل نهاية الأسبوع الجارى,1,1,True

استطاع العال ابتكر لقاح ينجح منقب وكيف العال اليوم يدير حياته العلمية والعملية وهم منقبون صدقتم ان النقاب عائقا العلم او الاكتشاف او الانتاج الحياة اكذب العلمانيين دعاة التعري,1,0,False

فيروس كورونا شكوك حول فعالية لقاح أسترازينيكا لمن تتجاوز أعمارهم سنة,1,-1,False

وكالة أنباء البحرين إقرار لقاح أوكسفورد ـ أسترازينيكا للاستخدام الطارئ,1,1,True

بغيناه عون طلع فرعون كانت وفيات دار رعاية المسنين معدومة كورونا التطعيم للنزل وتبدأ الوفيات المفترض يؤدي تطعيم الأشخاص تقليل وفيات إنهائها مجلس العموم تم الإبلاغ حدوث الوفيات فقط بدأ السكان تلقي لقاحات فيروس كورونا مجرد صدفة,1,-1,False

ترجمه رئيس تنزانيا ماغوفولي يصرح بأن اللقاحات خطره يضيف فلح الإنسان الابيض انتاج لقاحات خير لكان لقاح للايدز الملاريا السرطان قالهم ترى تنزانيا بخير عندنا كوڤيد,1,-1,False

خبر عاجل اختفاء لقاحات كورونا الجنوب,1,0,False

عدد المسجلين تطبيق لأخذ لقاح فايروس تخطى حاجز المليون,1,1,True

شاهد الأمير يتلقى الجرعة الثانية,1,1,True

اخذي للجرعة الثانية تطعيم كرونا ولله الحمد اودع مطار الملك عبدالعزيز الصالة الجنوبية شعوري مختلط المكان مصدر سعادة لكثير الناس الانتهاء التطعيم كنت منتظر ينادى المايك تعلن السعودية اقلاع رحلتها رقم والمتجه بمشيئة الله الى,1,1,True

بشهادة خبراء غربيين لقاح سبوتنيك الروسي فعال بنسبة تزيد بالمائة,1,1,True

سؤال للذي بتوجع,0,1,False

شركة فايزر الأمريكية تبرعت للاجئين السوريين الأردن بـ لقاح ومثلهم للاجئين السوريين لبنان,1,1,True

مدير الصحة كمال ميمش أوغلو تجاوز عدد العاملين القطاع الصحي تلقوا جرعتهم الأولى لقاح مدينة إسطنبول آلاف خلال يومين الخميس والجمعة,1,1,True

مستمرا رحمهم الله رحمة واسعة وأنزل صبره وعزاءه قلوب أهلهم وزملائهم نرى جهود لإيقاف نزيف الأطباء والاظقم الطبية مثلا نحاول نجيب لقاح معلوم الهوية او نعمل فحص دوري وتحليل للفرق الطبية زي فرق بطولة كرة اليد خلينا تحليل اسبوع,1,1,True

عدد الوفيات كورونا بجبل طارق حالة فقط بداية الأزمة موقع بدأت التطعيمات لقاح فايزر التجريبي اليوم عدد الوفيات يعني ارتفاع الوفيات أضعاف خلال يوم فقط ادخال التطعيم لكورونا,1,-1,False

مكتب الحريري صحة لخبر المليون لقاح مجاني الإمارات سنافر المستقبل نشكر الحريري مجهوده تأمين مليون لقاح الإمارات,1,1,True

سمو الامير خالد بن عبدالعزيز بن عياف والجرعه الالى لقاح كرونا كوفيد بالسلامة يارررررب,1,1,True

شخص يتلقون لقاح كوفيد خلال الساعات الـ الماضية,1,1,True

عقل بلتاجي لنكون قدوه للجميع الحياة او غرف الانعاش ويحث الاردنيين اخذ مطعوم كورونا,1,1,True

الحمدالله المنه تلقيت اليوم اول جرعة لقاح وسط استقبال مبهج واجواء جميلة وتنظيم رائع سائلا المولى عز وجل يحمي البشر الوباء يحفظ مملكتنا الغالية ومليكها وشعبها سوء,1,1,True

نريد التخلص كورونا لكننا,1,1,True

تلقيه اللقاح بدر الكعبي أنصح فئات المجتمع دولة تنطبق عليهم الشروط بأخذ لقاح لحماية أنفسهم وحماية أهلهم والمجتمع الوباء,1,1,True

تطعيم الجرعة الاولى نفخر وطن العز والرقي والرفعة جهود عظيمة والمواطن تقديري واحترامي وصادق دعائي لكل بذل جهد لتحقيق الإنجاز المميز والتنظيم الرائع والعمل المتقن بوركت وطن الخير والعطاء,1,1,True

الموناليزا اخدت اللقاح وانتو خايفين لسى,1,1,True

إنجاز جديد للوطن فريق الباحثين السعوديين جامعة الإمام عبدالرحمن بن فيصل بقيادة إيمان المنصور ينجح إنتاج لقاح سعودي مضاد لفيروس كورونا بطريقة مبتكرة يحتاج درجات حرارة منخفضة وستبدأ التجارب السريرية الموافقات اللازمة,1,1,True

بدء تصنيع لقاح كورونا فى مصر وزيرة الصحة مصر لديها خطة للتصنيع المحلى للقاح فيروس كورونا منوهة أنه تم فى شهر دعوة خبراء جنيف وفرنسا مرسلين منظمة الصحة العالمية لتقييم خط إنتاج رقم لشركة فكسيرا للقاحات والأمصال التابعة لوزارة الصحة وتقريرهم إيجابيا جد,1,1,True

تساؤلات آخر ليل اذا كفانا لقاح الكورونا بزيدولو مي,0,0,True

حقائق يجب ان تعرفها خدعة مرض اسمه كورونا كورونا فكرة خبيثة مرض اكبر خدعة التاريخ فيروس كورونا كوفيد دليل عزل فيروس كورونا المستجد خدعة فحص كورونا المضلل يجول السليم الي مصاب لقاح لايمنع انتقال المرض المناعة,1,-1,False

شعور مؤلم جدا انتقال معلومة صحيحة لقاح كورونا وقد تتسبب المعلومة للمتلقي بضرورة اللقاح يصاب متلقي المعلومة بمضاعفات لاسمح الله وقد يتدهور وضعه الصحي ويصل دخوله بالعناية المركزة فقدان حياته لاقدر الله يستطيع يتحمل الألم والشعور تسبب,1,1,True

وصول لقاح الروسي مخصص للعسكريين الروس يؤدون الخدمة قاعدة حميميم بسوريا فقط رئيس قسم الصحة مجموعة القوات الروسية,1,1,True

تطعيم شخص ضد كورونا أيام وكالة الأنباء المغربية حملة التلقيح انطلقت الجمعة مجانية لجميع المواطنين لتحقيق المناعة لكامل مكونات الشعب تستهدف مليونا يمثلون بالمئة السكان,1,1,True

شعب يميز الكزبرة البقدونس بدك اياه يعرف شو افضل لقاح طعمو الشعب,0,0,True

بريطانيا تقر استخدام لقاح موديرنا ضد فيروس كورونا,1,1,True

السلطات بولاية أمن البيضاء تستنفر عناصرها جانب عناصر القوات المساعدة التابعة لولاية الجهة ومنتمين الوقاية المدنية حماية فضاء الوكالة المستقلة للتبريد والتثليج المتواجد بمقاطعة سيدي عثمان بـ يتواجد لقاح توصل الهند,1,1,True

الدكتور راجي تواضروس وكيل وزارة الصحة بمحافظة قنا يتلقى لقاح كوفيد,1,1,True

احتجاجات متواصلة الشارع اللبناني واشتباكات قوات الأمن ومغردون عبر تويتر تطالب بإطلاق سراح ناشطين مصريين ومدونون يستعيدون ذكريات عشية الغضب جدل مستمر بسبب لقاح الصيني,1,0,False

بدناا لقاح ضد تغير المزاج بدقيقه,0,0,True

تلقيح السجناء فيهم الفلسطينيين ضد فيروس المستجد,1,1,True

مكونات موقع الحكومة الكندية ويوجد موقع الشركة نفسها وموقع علاقة حساسية البنسلين دواء آخر أكل بحث ال نشر بتاريخ يقول نسبة الحساسية الشديدة بالمليون يعني آمن بكثير الاكلات الصورة المرفقة,1,1,True

العلماء الإيرانيون يعملون بجد لإنتاج لقاحات ضد كورونا الممكن إنتاجها وقت سابق تكن مثقلة بالعقوبات الأميركية الجائرة,1,1,True

تستطع مختبرات طبيب بغداد وقاضي حوائجها موسى بن جعفر إيجاد علاج لقاح لكورونا أجبر البروفيسور علاوي سيستاني إجازة اللقاحات الدولية الموجودة الجهود متواصلة مختبرات العلوية شريفه واخوها حبش وأختها خضروات إيجاد تفله مناسبة وعلاج جذري ملفوف بخرق الكاظمي الخضراء,1,1,True

ايمت يلاقو قاح للجحشنه وقتها انا بطالب ينعطى للمواطن المقيم والنازح,1,1,True

وزير الصحة تونس الجزائر أوالمغرب بلد طبيعتنا كجزائريين وكمسلمين نقتسم الشي عندنا لقاح,1,1,True

اسرار تطعيم ونجاح الحمضيات او الموالح كنت محترف جزء,0,0,True

الوباء الاخطر الكرة الأرضية كورونا امريكا ومخططاتها,1,0,False

قائد القوات البرية الملكية السعودية يتلقى الجرعة الأولى لقاح كورونا,1,1,True

شون دايش مدرب بيرنلي اقترح منح لقاح كورونا لجميع اندية البريميرليغ,1,1,True

سيدي صاحب السمو الملكي الامير يتلقى الجرعة الاولى لقاح كورونا كوفيد,1,1,True

دولة عربية إفريقيا تتسلم إمدادات كبيرة لقاحات ضد كورونا,1,1,True

توضيح تم تأجيل مواعيد الجرعة الأولى لقاح كورونا لمن لديه موعد مسبق ويمكن معرفة الموعد الجديد خلال الرسالة النصية المرسلة عبر تطبيق صحتي لديكم موعد الجرعة الثانية ولم تصلكم رسالة نصية بتغيير الموعد نرجو الحضور الموعد المسبق الظاهر تطبيق صحتي,1,1,True

يتلقى لقاح العافية جسد صب تجعله يشكو ألم واحفظه شر يارب زيادة عافيته ودوام صحته وطولا مره طاعته,1,1,True

تناولت صحيفة مستقل الحكومية مقال مفصل كشفته منظمة داخل البلاد يتعلق بجرائم المتعلقة بكورونا وخاصة جرائم النظام منع دخول إيران وتذكر الإفشاءات تثير شكوكا جدية الناس,1,0,False

